,short_name,club_name,league_name,age,player_positions,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,year
235,M. Dembélé,Tottenham Hotspur,English Premier League,26,"CM, CDM, CAM",80,82,100000.0,79.0,71.0,75.0,84.0,69.0,83.0,2015
236,B. Sagna,Manchester City,English Premier League,31,RB,80,80,100000.0,74.0,56.0,71.0,75.0,81.0,78.0,2015
237,G. Castro,Bayer 04 Leverkusen,German 1. Bundesliga,27,"CM, RM, RB, CF",80,82,90000.0,77.0,69.0,79.0,81.0,74.0,68.0,2015
238,A. Valencia,Manchester United,English Premier League,28,"RM, RWB",80,80,110000.0,85.0,67.0,77.0,79.0,47.0,75.0,2015
239,Naldo,VfL Wolfsburg,German 1. Bundesliga,31,CB,80,80,80000.0,73.0,56.0,61.0,57.0,82.0,74.0,2015
240,K. Mirallas,Everton,English Premier League,26,RM,80,81,80000.0,88.0,77.0,77.0,83.0,47.0,63.0,2015
241,K. Boateng,FC Schalke 04,German 1. Bundesliga,27,"CM, CAM, CDM, ST",80,82,110000.0,77.0,80.0,78.0,81.0,70.0,84.0,2015
243,M. Schneiderlin,Southampton,English Premier League,24,"CDM, CM",80,84,60000.0,68.0,63.0,71.0,72.0,78.0,81.0,2015
245,Beñat,Athletic Club de Bilbao,Spain Primera Division,27,"CM, CDM",80,82,80000.0,67.0,79.0,83.0,75.0,68.0,74.0,2015
246,Kiko Casilla,RCD Espanyol de Barcelona,Spain Primera Division,27,GK,80,83,90000.0,,,,,,,2015
247,S. Sam,FC Schalke 04,German 1. Bundesliga,26,"RW, CF, RM",80,83,110000.0,90.0,79.0,74.0,81.0,34.0,63.0,2015
250,A. Cerci,Atlético de Madrid,Spain Primera Division,26,"CF, RW",80,82,110000.0,87.0,78.0,81.0,83.0,34.0,74.0,2015
251,É. Banega,Sevilla FC,Spain Primera Division,26,"CM, CDM",80,85,90000.0,68.0,70.0,83.0,82.0,65.0,70.0,2015
252,L. Rémy,Chelsea,English Premier League,27,"ST, LW",80,82,120000.0,90.0,80.0,68.0,74.0,34.0,71.0,2015
253,S. Kjær,LOSC Lille,French Ligue 1,25,CB,80,81,80000.0,66.0,44.0,62.0,53.0,82.0,78.0,2015
254,F. Fazio,Tottenham Hotspur,English Premier League,27,CB,80,80,90000.0,44.0,42.0,60.0,54.0,81.0,82.0,2015
256,C. Benteke,Aston Villa,English Premier League,23,ST,80,85,70000.0,80.0,81.0,64.0,74.0,33.0,85.0,2015
257,José Callejón,Napoli,Italian Serie A,27,"CAM, RM",80,83,100000.0,90.0,78.0,72.0,82.0,29.0,62.0,2015
258,W. Szczęsny,Arsenal,English Premier League,24,GK,80,83,90000.0,,,,,,,2015
261,Paulinho,Tottenham Hotspur,English Premier League,25,"CM, CDM",80,85,90000.0,77.0,75.0,73.0,77.0,80.0,78.0,2015
263,K. Trapp,Eintracht Frankfurt,German 1. Bundesliga,23,GK,80,84,60000.0,,,,,,,2015
265,Susaeta,Athletic Club de Bilbao,Spain Primera Division,26,"RW, RM",80,85,80000.0,85.0,74.0,79.0,80.0,32.0,68.0,2015
266,Parejo,Valencia CF,Spain Primera Division,25,"CM, CAM",80,86,80000.0,61.0,71.0,86.0,78.0,58.0,68.0,2015
267,Muniaín,Athletic Club de Bilbao,Spain Primera Division,21,"LW, CAM",80,85,60000.0,87.0,73.0,71.0,85.0,37.0,63.0,2015
269,E. Mangala,Manchester City,English Premier League,23,CB,80,86,90000.0,76.0,40.0,59.0,63.0,79.0,85.0,2015
270,S. El Shaarawy,AC Milan,Italian Serie A,21,LW,80,87,100000.0,87.0,76.0,72.0,84.0,33.0,60.0,2015
271,N. Otamendi,Valencia CF,Spain Primera Division,26,CB,80,84,90000.0,66.0,51.0,55.0,62.0,84.0,76.0,2015
272,C. Immobile,Borussia Dortmund,German 1. Bundesliga,24,ST,80,85,100000.0,78.0,80.0,60.0,76.0,32.0,78.0,2015
273,R. Lukaku,Everton,English Premier League,21,ST,80,86,60000.0,84.0,80.0,65.0,75.0,30.0,81.0,2015
274,M. Baša,LOSC Lille,French Ligue 1,31,CB,80,80,80000.0,62.0,55.0,59.0,56.0,81.0,78.0,2015
275,H. Badstuber,FC Bayern München,German 1. Bundesliga,25,"CB, LB",80,84,100000.0,59.0,50.0,71.0,54.0,80.0,74.0,2015
276,M. Gonalons,Olympique Lyonnais,French Ligue 1,25,"CDM, CB",80,84,90000.0,67.0,59.0,72.0,72.0,80.0,83.0,2015
277,X. Shaqiri,FC Bayern München,German 1. Bundesliga,22,"RM, LM, CAM",80,85,90000.0,88.0,78.0,76.0,86.0,57.0,74.0,2015
278,R. Rodriguez,VfL Wolfsburg,German 1. Bundesliga,21,LB,80,84,70000.0,76.0,52.0,76.0,76.0,79.0,76.0,2015
279,D. Lovren,Liverpool,English Premier League,24,CB,80,82,80000.0,63.0,39.0,59.0,63.0,81.0,82.0,2015
281,Rodrigo,Valencia CF,Spain Primera Division,23,"ST, CF, RW, LW",80,86,90000.0,86.0,80.0,69.0,79.0,33.0,71.0,2015
282,D. Tadić,Southampton,English Premier League,25,"CAM, LW, LM",80,82,70000.0,74.0,69.0,80.0,82.0,36.0,67.0,2015
283,M. Verratti,Paris Saint-Germain,French Ligue 1,21,"CM, CDM",80,86,90000.0,70.0,55.0,80.0,84.0,73.0,67.0,2015
285,J. Draxler,FC Schalke 04,German 1. Bundesliga,20,"LM, CAM, RM",80,85,80000.0,78.0,78.0,78.0,84.0,34.0,61.0,2015
286,R. Sterling,Liverpool,English Premier League,19,"RW, LW, CAM",80,86,80000.0,93.0,69.0,70.0,84.0,46.0,62.0,2015
287,Iñigo Martínez,Real Sociedad,Spain Primera Division,23,CB,80,86,80000.0,76.0,54.0,54.0,59.0,82.0,80.0,2015
291,M. De Sanctis,Roma,Italian Serie A,37,GK,79,79,60000.0,,,,,,,2015
292,F. Lampard,Manchester City,English Premier League,36,"CM, CDM",79,79,80000.0,41.0,84.0,82.0,76.0,62.0,71.0,2015
293,R. Ferdinand,Queens Park Rangers,English Premier League,35,CB,79,79,45000.0,59.0,42.0,61.0,60.0,81.0,67.0,2015
295,M. Carrick,Manchester United,English Premier League,32,"CM, CDM",79,79,100000.0,60.0,69.0,79.0,72.0,75.0,68.0,2015
296,C. Pizarro,FC Bayern München,German 1. Bundesliga,35,"ST, CAM",79,79,80000.0,55.0,79.0,69.0,78.0,32.0,71.0,2015
297,F. Coloccini,Newcastle United,English Premier League,32,CB,79,79,60000.0,69.0,52.0,64.0,64.0,79.0,77.0,2015
298,S. Pienaar,Everton,English Premier League,32,LM,79,79,60000.0,73.0,72.0,80.0,84.0,52.0,67.0,2015
299,P. Jagielka,Everton,English Premier League,31,CB,79,79,60000.0,68.0,46.0,58.0,55.0,81.0,81.0,2015
300,A. Aquilani,Fiorentina,Italian Serie A,29,"CM, CDM",79,79,80000.0,56.0,74.0,82.0,78.0,65.0,69.0,2015
301,M. Dawson,Hull City,English Premier League,30,CB,79,79,60000.0,32.0,31.0,46.0,42.0,81.0,79.0,2015
302,M. Demichelis,Manchester City,English Premier League,33,CB,79,79,80000.0,33.0,41.0,58.0,54.0,80.0,72.0,2015
303,Maicon,Roma,Italian Serie A,32,RB,79,79,80000.0,78.0,71.0,79.0,78.0,76.0,80.0,2015
304,M. Vorm,Tottenham Hotspur,English Premier League,30,GK,79,79,80000.0,,,,,,,2015
305,J. Lescott,West Bromwich Albion,English Premier League,31,CB,79,79,60000.0,54.0,50.0,57.0,58.0,81.0,79.0,2015
306,W. Caballero,Manchester City,English Premier League,32,GK,79,79,90000.0,,,,,,,2015
308,F. Marchetti,Lazio,Italian Serie A,31,GK,79,79,80000.0,,,,,,,2015
310,G. Rodríguez,Fiorentina,Italian Serie A,30,CB,79,79,80000.0,67.0,50.0,64.0,64.0,81.0,76.0,2015
312,Xabi Prieto,Real Sociedad,Spain Primera Division,30,"CAM, RW",79,79,80000.0,63.0,75.0,82.0,78.0,35.0,61.0,2015
313,Arbeloa,Real Madrid CF,Spain Primera Division,31,"RB, LB",79,79,100000.0,73.0,60.0,71.0,61.0,79.0,78.0,2015
314,Juanfran,Atlético de Madrid,Spain Primera Division,29,"RB, RM, LB",79,79,100000.0,83.0,59.0,73.0,79.0,76.0,78.0,2015
315,I. Olić,VfL Wolfsburg,German 1. Bundesliga,34,ST,79,79,70000.0,80.0,79.0,67.0,76.0,36.0,82.0,2015
317,A. Lennon,Tottenham Hotspur,English Premier League,27,"RM, LM",79,79,90000.0,92.0,63.0,73.0,83.0,27.0,60.0,2015
319,T. Vermaelen,FC Barcelona,Spain Primera Division,28,"CB, LB",79,79,110000.0,71.0,63.0,69.0,63.0,80.0,77.0,2015
321,G. Inler,Napoli,Italian Serie A,30,"CDM, CM",79,79,80000.0,67.0,72.0,77.0,73.0,75.0,77.0,2015
323,V. Behrami,Hamburger SV,German 1. Bundesliga,29,"CDM, CM",79,79,60000.0,75.0,65.0,75.0,76.0,78.0,82.0,2015
324,V. Ibišević,VfB Stuttgart,German 1. Bundesliga,29,ST,79,79,60000.0,66.0,80.0,61.0,72.0,31.0,69.0,2015
325,Y. Kaboul,Tottenham Hotspur,English Premier League,28,CB,79,79,90000.0,74.0,43.0,57.0,57.0,79.0,82.0,2015
327,A. Williams,Swansea City,English Premier League,29,CB,79,79,60000.0,70.0,42.0,57.0,61.0,79.0,82.0,2015
331,R. Vlaar,Aston Villa,English Premier League,29,CB,79,79,60000.0,61.0,59.0,60.0,59.0,81.0,82.0,2015
332,F. Guarín,Inter,Italian Serie A,28,"CM, CAM",79,79,110000.0,79.0,78.0,78.0,81.0,68.0,85.0,2015
333,J. Evans,Manchester United,English Premier League,26,CB,79,82,110000.0,74.0,31.0,58.0,51.0,81.0,74.0,2015
334,T. Krul,Newcastle United,English Premier League,26,GK,79,84,80000.0,,,,,,,2015
335,C. Rodríguez,Atlético de Madrid,Spain Primera Division,28,LM,79,79,110000.0,79.0,76.0,78.0,78.0,51.0,80.0,2015
336,Mario Suárez,Atlético de Madrid,Spain Primera Division,27,"CM, CDM",79,83,110000.0,63.0,68.0,77.0,72.0,78.0,81.0,2015
337,Raúl García,Atlético de Madrid,Spain Primera Division,27,"RM, CAM, ST",79,79,110000.0,72.0,74.0,80.0,77.0,65.0,80.0,2015
338,Fábio Coentrão,Real Madrid CF,Spain Primera Division,26,LB,79,82,110000.0,80.0,65.0,73.0,79.0,75.0,76.0,2015
339,Mikel Gonzalez,Real Sociedad,Spain Primera Division,28,CB,79,79,90000.0,69.0,44.0,59.0,50.0,80.0,82.0,2015
340,Lucas Leiva,Liverpool,English Premier League,27,"CDM, CM",79,79,100000.0,60.0,40.0,71.0,72.0,79.0,76.0,2015
341,K. Gameiro,Sevilla FC,Spain Primera Division,27,ST,79,83,110000.0,80.0,79.0,74.0,76.0,34.0,65.0,2015
342,A. Ramos,Borussia Dortmund,German 1. Bundesliga,28,ST,79,79,110000.0,86.0,76.0,68.0,77.0,37.0,73.0,2015
344,M. Fellaini,Manchester United,English Premier League,26,"CDM, CM",79,80,110000.0,64.0,71.0,73.0,71.0,75.0,88.0,2015
345,Y. Sommer,Borussia Mönchengladbach,German 1. Bundesliga,25,GK,79,84,60000.0,,,,,,,2015
346,O. Giroud,Arsenal,English Premier League,27,ST,79,79,120000.0,62.0,78.0,69.0,69.0,38.0,82.0,2015
347,R. Nainggolan,Roma,Italian Serie A,26,CM,79,81,90000.0,80.0,71.0,76.0,80.0,76.0,80.0,2015
348,Sergio Asenjo,Villarreal CF,Spain Primera Division,25,GK,79,82,60000.0,,,,,,,2015
349,A. Taarabt,Queens Park Rangers,English Premier League,25,"CAM, LM",79,83,70000.0,80.0,73.0,76.0,84.0,31.0,62.0,2015
352,S. Coleman,Everton,English Premier League,25,RB,79,83,60000.0,81.0,67.0,71.0,77.0,79.0,78.0,2015
353,A. Lallana,Liverpool,English Premier League,26,"CAM, RM, LM",79,83,100000.0,72.0,71.0,78.0,83.0,49.0,67.0,2015
355,M. Cáceres,Juventus,Italian Serie A,27,"CB, RB",79,80,110000.0,82.0,52.0,60.0,66.0,82.0,77.0,2015
357,V. Stocker,Hertha BSC,German 1. Bundesliga,25,"LM, CF",79,83,60000.0,83.0,76.0,76.0,81.0,62.0,73.0,2015
358,Bruno,Villarreal CF,Spain Primera Division,30,"CM, CDM",79,79,60000.0,60.0,65.0,75.0,73.0,75.0,76.0,2015
359,Fernando,Manchester City,English Premier League,26,"CDM, CM",79,83,110000.0,68.0,60.0,69.0,73.0,83.0,83.0,2015
360,J. Biabiany,Parma,Italian Serie A,26,"RW, LW",79,83,80000.0,96.0,66.0,70.0,82.0,36.0,66.0,2015
361,L. Bonucci,Juventus,Italian Serie A,27,CB,79,83,110000.0,69.0,46.0,66.0,65.0,78.0,79.0,2015
362,Azpilicueta,Chelsea,English Premier League,24,"LB, RB",79,82,90000.0,79.0,56.0,74.0,73.0,80.0,76.0,2015
363,Ö. Toprak,Bayer 04 Leverkusen,German 1. Bundesliga,24,CB,79,82,80000.0,77.0,38.0,61.0,66.0,81.0,73.0,2015
364,R. Zieler,Hannover 96,German 1. Bundesliga,25,GK,79,84,60000.0,,,,,,,2015
365,M. Musacchio,Villarreal CF,Spain Primera Division,23,"CB, CDM",79,85,60000.0,69.0,51.0,65.0,57.0,81.0,77.0,2015
366,S. Ulreich,VfB Stuttgart,German 1. Bundesliga,25,GK,79,82,60000.0,,,,,,,2015
367,K. Honda,AC Milan,Italian Serie A,28,"CAM, RM",79,79,120000.0,74.0,73.0,82.0,79.0,62.0,68.0,2015
368,K. Asamoah,Juventus,Italian Serie A,25,"LM, CM",79,83,90000.0,84.0,74.0,75.0,82.0,69.0,82.0,2015
371,J. McCarthy,Everton,English Premier League,23,"CDM, CM",79,83,60000.0,73.0,67.0,76.0,76.0,78.0,80.0,2015
372,P. Aubameyang,Borussia Dortmund,German 1. Bundesliga,25,"RM, ST, RW",79,82,90000.0,95.0,79.0,74.0,78.0,38.0,68.0,2015
373,N. Nkoulou,Olympique de Marseille,French Ligue 1,24,CB,79,85,100000.0,79.0,43.0,66.0,69.0,80.0,75.0,2015
374,G. Bonaventura,AC Milan,Italian Serie A,24,LM,79,84,90000.0,80.0,75.0,77.0,80.0,60.0,73.0,2015
375,Iborra,Sevilla FC,Spain Primera Division,26,"CDM, CM",79,80,90000.0,55.0,67.0,73.0,66.0,78.0,83.0,2015
376,Guaita,Getafe CF,Spain Primera Division,27,GK,79,84,80000.0,,,,,,,2015
377,K. Glik,Torino F.C.,Italian Serie A,26,CB,79,81,70000.0,52.0,29.0,44.0,43.0,81.0,78.0,2015
378,Illarramendi,Real Madrid CF,Spain Primera Division,24,"CM, CDM",79,84,90000.0,67.0,61.0,80.0,77.0,72.0,70.0,2015
379,Sandro,Queens Park Rangers,English Premier League,25,"CDM, CM",79,81,60000.0,72.0,68.0,72.0,72.0,80.0,84.0,2015
380,D. Blind,Manchester United,English Premier League,24,"CDM, LB, CM",79,83,100000.0,66.0,51.0,73.0,75.0,74.0,77.0,2015
383,J. Pastore,Paris Saint-Germain,French Ligue 1,25,"CM, LM",79,85,100000.0,66.0,77.0,81.0,83.0,46.0,65.0,2015
384,Ander Herrera,Manchester United,English Premier League,24,"CM, CAM",79,84,90000.0,76.0,63.0,79.0,84.0,54.0,65.0,2015
385,K. Navas,Real Madrid CF,Spain Primera Division,27,GK,79,82,110000.0,,,,,,,2015
386,A. Lacazette,Olympique Lyonnais,French Ligue 1,23,"ST, RW, CF",79,84,100000.0,87.0,77.0,69.0,83.0,39.0,72.0,2015
387,Víctor Ruíz,Villarreal CF,Spain Primera Division,25,"CB, CDM, CM",79,83,60000.0,67.0,41.0,64.0,59.0,80.0,79.0,2015
388,R. Cabella,Newcastle United,English Premier League,24,CAM,79,85,70000.0,84.0,76.0,77.0,84.0,65.0,57.0,2015
389,P. Jones,Manchester United,English Premier League,22,"CB, RB, CM",79,84,90000.0,66.0,55.0,65.0,61.0,80.0,80.0,2015
390,G. Krychowiak,Sevilla FC,Spain Primera Division,24,CDM,79,83,80000.0,59.0,57.0,70.0,60.0,80.0,86.0,2015
391,A. Abdennour,AS Monaco,French Ligue 1,24,CB,79,83,60000.0,72.0,57.0,63.0,63.0,79.0,84.0,2015
392,L. Insigne,Napoli,Italian Serie A,23,"CAM, CF, LW",79,85,90000.0,89.0,70.0,76.0,86.0,27.0,47.0,2015
393,Ibai Gómez,Athletic Club de Bilbao,Spain Primera Division,24,"LW, CAM, RB",79,83,60000.0,81.0,81.0,72.0,83.0,49.0,68.0,2015
395,Paco Alcácer,Valencia CF,Spain Primera Division,20,"ST, CF",79,85,70000.0,78.0,79.0,63.0,78.0,29.0,72.0,2015
396,K. Volland,TSG Hoffenheim,German 1. Bundesliga,21,"RM, CF, ST",79,84,50000.0,81.0,80.0,76.0,79.0,42.0,80.0,2015
397,M. Rojo,Manchester United,English Premier League,24,"CB, LB",79,82,100000.0,75.0,59.0,66.0,66.0,79.0,82.0,2015
398,Deulofeu,Sevilla FC,Spain Primera Division,20,"RW, RM",79,83,70000.0,91.0,68.0,66.0,86.0,26.0,59.0,2015
399,Carvajal,Real Madrid CF,Spain Primera Division,22,RB,79,83,90000.0,82.0,40.0,73.0,78.0,76.0,82.0,2015
400,João Pereira,Valencia CF,Spain Primera Division,30,RB,79,79,80000.0,85.0,58.0,72.0,75.0,75.0,77.0,2015
402,M. Stranzl,Borussia Mönchengladbach,German 1. Bundesliga,34,CB,78,78,35000.0,54.0,44.0,55.0,52.0,81.0,78.0,2015
404,S. Kehl,Borussia Dortmund,German 1. Bundesliga,34,CDM,78,78,60000.0,49.0,62.0,69.0,66.0,79.0,76.0,2015
405,B. Friedel,Tottenham Hotspur,English Premier League,43,GK,78,78,35000.0,,,,,,,2015
408,Joaquín,Fiorentina,Italian Serie A,32,"RW, LW",78,78,70000.0,75.0,71.0,80.0,80.0,29.0,59.0,2015
411,Moyá,Atlético de Madrid,Spain Primera Division,30,GK,78,78,70000.0,,,,,,,2015
412,Iraizoz,Athletic Club de Bilbao,Spain Primera Division,33,GK,78,78,35000.0,,,,,,,2015
414,K. Touré,Liverpool,English Premier League,33,CB,78,78,50000.0,74.0,62.0,60.0,53.0,78.0,80.0,2015
415,A. Di Natale,Udinese Calcio,Italian Serie A,36,ST,78,78,35000.0,78.0,82.0,81.0,82.0,29.0,57.0,2015
416,S. Rolfes,Bayer 04 Leverkusen,German 1. Bundesliga,32,"CDM, CM",78,78,70000.0,57.0,64.0,76.0,68.0,79.0,75.0,2015
422,E. Cambiasso,Leicester City,English Premier League,33,"CDM, CM",78,78,35000.0,59.0,72.0,75.0,72.0,76.0,75.0,2015
423,J. Milner,Manchester City,English Premier League,28,"RM, CM",78,78,90000.0,68.0,75.0,81.0,75.0,68.0,74.0,2015
424,A. Mirante,Parma,Italian Serie A,30,GK,78,78,50000.0,,,,,,,2015
425,E. Spahić,Bayer 04 Leverkusen,German 1. Bundesliga,33,CB,78,78,50000.0,57.0,40.0,60.0,47.0,79.0,74.0,2015
429,I. Uche,Villarreal CF,Spain Primera Division,30,"ST, CF, RW",78,78,60000.0,86.0,78.0,58.0,80.0,32.0,74.0,2015
430,Mikel Rico,Athletic Club de Bilbao,Spain Primera Division,29,CM,78,78,45000.0,68.0,72.0,73.0,70.0,73.0,81.0,2015
431,Javi Fuego,Valencia CF,Spain Primera Division,30,"CDM, CM",78,78,60000.0,67.0,60.0,73.0,66.0,74.0,81.0,2015
434,A. Young,Manchester United,English Premier League,28,"LM, LWB",78,78,100000.0,86.0,73.0,75.0,81.0,34.0,53.0,2015
435,A. Gignac,Olympique de Marseille,French Ligue 1,28,ST,78,78,100000.0,72.0,81.0,72.0,74.0,33.0,73.0,2015
437,A. McGeady,Everton,English Premier League,28,"RM, RW",78,78,70000.0,86.0,70.0,71.0,85.0,41.0,65.0,2015
439,B. Costil,Stade Rennais FC,French Ligue 1,26,GK,78,79,60000.0,,,,,,,2015
440,A. Hunt,VfL Wolfsburg,German 1. Bundesliga,27,"CAM, CM, LM",78,78,80000.0,78.0,74.0,78.0,78.0,43.0,67.0,2015
441,S. Kalou,Hertha BSC,German 1. Bundesliga,28,"ST, RW",78,78,70000.0,83.0,77.0,71.0,83.0,31.0,66.0,2015
442,C. Gentner,VfB Stuttgart,German 1. Bundesliga,28,"CM, CDM",78,78,60000.0,64.0,75.0,75.0,71.0,74.0,80.0,2015
443,B. Gomis,Swansea City,English Premier League,28,ST,78,78,70000.0,71.0,80.0,63.0,69.0,39.0,72.0,2015
444,Jesús Gámez,Atlético de Madrid,Spain Primera Division,29,RB,78,78,80000.0,73.0,51.0,66.0,66.0,78.0,84.0,2015
445,J. Ménez,AC Milan,Italian Serie A,27,"RW, LW, CF",78,82,100000.0,85.0,69.0,70.0,83.0,34.0,60.0,2015
446,H. Ben Arfa,Hull City,English Premier League,27,"RM, RW, CAM",78,78,60000.0,78.0,77.0,76.0,85.0,34.0,69.0,2015
448,B. Foster,West Bromwich Albion,English Premier League,31,GK,78,78,50000.0,,,,,,,2015
449,A. Consigli,U.S. Sassuolo Calcio,Italian Serie A,27,GK,78,82,60000.0,,,,,,,2015
450,J. Mikel,Chelsea,English Premier League,27,"CDM, CM",78,80,100000.0,61.0,53.0,69.0,68.0,78.0,88.0,2015
451,B. Guzan,Aston Villa,English Premier League,29,GK,78,78,50000.0,,,,,,,2015
452,Michu,Napoli,Italian Serie A,28,"ST, CAM",78,78,80000.0,67.0,78.0,68.0,71.0,43.0,76.0,2015
453,N. Pareja,Sevilla FC,Spain Primera Division,30,CB,78,78,70000.0,66.0,59.0,65.0,61.0,77.0,77.0,2015
454,G. Paletta,Parma,Italian Serie A,28,CB,78,78,60000.0,59.0,38.0,50.0,45.0,81.0,82.0,2015
455,R. Shawcross,Stoke City,English Premier League,26,CB,78,79,60000.0,62.0,43.0,51.0,49.0,80.0,84.0,2015
456,E. Lamela,Tottenham Hotspur,English Premier League,22,"RM, CAM",78,84,60000.0,81.0,80.0,77.0,83.0,28.0,60.0,2015
457,C. Tioté,Newcastle United,English Premier League,28,"CDM, CM",78,78,60000.0,74.0,56.0,66.0,73.0,79.0,88.0,2015
459,Coke,Sevilla FC,Spain Primera Division,27,RB,78,80,80000.0,77.0,62.0,68.0,71.0,76.0,74.0,2015
460,Varela,West Bromwich Albion,English Premier League,29,"LW, RW",78,78,60000.0,83.0,78.0,71.0,80.0,41.0,66.0,2015
461,D. Astori,Roma,Italian Serie A,27,CB,78,81,80000.0,68.0,40.0,47.0,50.0,81.0,79.0,2015
463,H. Moreno,RCD Espanyol de Barcelona,Spain Primera Division,26,CB,78,83,80000.0,68.0,42.0,60.0,57.0,79.0,79.0,2015
465,G. Castro,Real Sociedad,Spain Primera Division,29,"LW, RW",78,78,70000.0,81.0,73.0,71.0,81.0,36.0,58.0,2015
466,M. Fernández,Fiorentina,Italian Serie A,28,"CAM, CM, CF",78,78,80000.0,77.0,72.0,79.0,83.0,39.0,60.0,2015
468,A. Ayew,Olympique de Marseille,French Ligue 1,24,"LM, CAM",78,82,80000.0,81.0,72.0,74.0,80.0,62.0,78.0,2015
469,O. Toivonen,Stade Rennais FC,French Ligue 1,27,"ST, CAM",78,78,70000.0,66.0,78.0,72.0,75.0,42.0,74.0,2015
470,M. Iturra,Granada CF,Spain Primera Division,30,"CDM, CM",78,78,25000.0,71.0,47.0,74.0,69.0,74.0,74.0,2015
473,D. Payet,Olympique de Marseille,French Ligue 1,27,"LM, RM",78,81,100000.0,78.0,79.0,77.0,81.0,44.0,64.0,2015
474,Vieirinha,VfL Wolfsburg,German 1. Bundesliga,28,"RM, LM",78,78,80000.0,81.0,74.0,73.0,85.0,38.0,66.0,2015
475,E. Capoue,Tottenham Hotspur,English Premier League,25,"CDM, CB",78,83,70000.0,61.0,61.0,72.0,70.0,78.0,81.0,2015
479,I. Perišić,VfL Wolfsburg,German 1. Bundesliga,25,"LM, RM",78,82,70000.0,80.0,80.0,76.0,77.0,42.0,74.0,2015
480,A. Rami,AC Milan,Italian Serie A,28,CB,78,78,90000.0,68.0,55.0,51.0,51.0,83.0,81.0,2015
482,M. Kruse,Borussia Mönchengladbach,German 1. Bundesliga,26,"CF, ST",78,81,70000.0,75.0,78.0,76.0,80.0,42.0,74.0,2015
484,J. Henderson,Liverpool,English Premier League,24,CM,78,83,70000.0,75.0,68.0,76.0,75.0,70.0,76.0,2015
485,P. Piatti,Valencia CF,Spain Primera Division,25,"LW, LM, CF, RW",78,83,70000.0,87.0,70.0,73.0,81.0,32.0,53.0,2015
486,T. Alderweireld,Southampton,English Premier League,25,CB,78,82,50000.0,64.0,58.0,64.0,62.0,79.0,79.0,2015
487,K. Papadopoulos,Bayer 04 Leverkusen,German 1. Bundesliga,22,"CB, CDM",78,84,60000.0,67.0,44.0,53.0,51.0,77.0,84.0,2015
490,A. Kolarov,Manchester City,English Premier League,28,LB,78,78,90000.0,72.0,70.0,78.0,75.0,78.0,78.0,2015
491,Mikel San José,Athletic Club de Bilbao,Spain Primera Division,25,"CB, CDM",78,83,50000.0,60.0,50.0,63.0,60.0,79.0,75.0,2015
492,A. Poli,AC Milan,Italian Serie A,24,"CM, CAM",78,83,80000.0,76.0,66.0,78.0,78.0,69.0,75.0,2015
493,K. Gibbs,Arsenal,English Premier League,24,LB,78,82,80000.0,81.0,56.0,72.0,75.0,79.0,71.0,2015
494,D. Welbeck,Arsenal,English Premier League,23,"ST, CF, LM",78,83,80000.0,85.0,76.0,71.0,80.0,33.0,75.0,2015
495,Y. M'Vila,Inter,Italian Serie A,24,"CDM, CM",78,81,80000.0,77.0,64.0,70.0,74.0,77.0,77.0,2015
496,L. Stindl,Hannover 96,German 1. Bundesliga,25,"RM, CDM, CAM, CM",78,80,50000.0,76.0,78.0,77.0,77.0,71.0,76.0,2015
497,M. Diouf,Stoke City,English Premier League,26,ST,78,80,70000.0,86.0,77.0,55.0,68.0,33.0,75.0,2015
498,Camacho,Málaga CF,Spain Primera Division,24,"CDM, CB",78,81,50000.0,66.0,47.0,69.0,65.0,77.0,81.0,2015
499,S. Lulić,Lazio,Italian Serie A,28,"LM, CM, LB",78,78,80000.0,84.0,71.0,75.0,77.0,70.0,81.0,2015
500,M. Schmelzer,Borussia Dortmund,German 1. Bundesliga,26,LB,78,80,90000.0,77.0,53.0,69.0,70.0,79.0,78.0,2015
502,S. Reinartz,Bayer 04 Leverkusen,German 1. Bundesliga,25,"CDM, CM, CB",78,80,70000.0,59.0,55.0,67.0,51.0,82.0,85.0,2015
503,De Marcos,Athletic Club de Bilbao,Spain Primera Division,25,"RB, RW, CAM, CM",78,82,50000.0,90.0,66.0,75.0,75.0,72.0,82.0,2015
506,R. Hamouma,AS Saint-Étienne,French Ligue 1,27,"RW, RM, CAM",78,81,80000.0,84.0,73.0,75.0,80.0,44.0,64.0,2015
507,O. Baumann,TSG Hoffenheim,German 1. Bundesliga,24,GK,78,81,50000.0,,,,,,,2015
509,Arribas,Sevilla FC,Spain Primera Division,25,CB,78,80,60000.0,61.0,37.0,55.0,55.0,80.0,78.0,2015
510,S. de Vrij,Lazio,Italian Serie A,22,CB,78,82,70000.0,66.0,47.0,62.0,67.0,79.0,75.0,2015
511,P. Lasogga,Hamburger SV,German 1. Bundesliga,22,ST,78,82,50000.0,64.0,80.0,54.0,69.0,37.0,83.0,2015
512,A. Oxlade-Chamberlain,Arsenal,English Premier League,20,"RM, CM, RW",78,86,70000.0,89.0,71.0,71.0,84.0,41.0,72.0,2015
513,L. Traoré,AS Monaco,French Ligue 1,24,ST,78,84,60000.0,77.0,79.0,51.0,67.0,36.0,77.0,2015
514,R. Barkley,Everton,English Premier League,20,CAM,78,86,45000.0,80.0,71.0,74.0,81.0,55.0,74.0,2015
